Date,GLD,QQQ,SPY,TLT
2019-07-31,133.2100067138672,184.07943725585938,271.5222473144531,113.27590942382812
2019-08-01,136.41000366210938,183.16441345214844,269.15777587890625,115.52561950683594
2019-08-02,135.88999938964844,180.46725463867188,267.1312255859375,116.59326171875
2019-08-05,137.7899932861328,174.09046936035156,259.0977478027344,118.6089096069336
2019-08-06,138.91000366210938,176.52748107910156,262.73101806640625,119.55694580078125
2019-08-07,141.02000427246094,177.4811248779297,262.88623046875,119.59968566894531
2019-08-08,141.72999572753906,181.34384155273438,268.0440979003906,119.85595703125
2019-08-09,141.25999450683594,179.63880920410156,266.2182922363281,119.61679077148438
2019-08-12,142.6300048828125,177.57748413085938,262.9775085449219,122.11078643798828
2019-08-13,141.77999877929688,181.4690399169922,267.0672912597656,121.69223022460938
2019-08-14,142.75,176.0458526611328,259.1706848144531,124.43386840820312
2019-08-15,143.6999969482422,175.8435821533203,259.85546875,125.81757354736328
2019-08-16,142.77999877929688,178.6659393310547,263.6896057128906,124.80974578857422
2019-08-19,141.11000061035156,181.50753784179688,266.866455078125,123.02462005615234
2019-08-20,142.2100067138672,180.10121154785156,264.82159423828125,124.29727935791016
2019-08-21,141.75999450683594,181.7002410888672,266.9759521484375,123.46875762939453
2019-08-22,141.39999389648438,181.11264038085938,266.893798828125,122.64884948730469
2019-08-23,144.1699981689453,175.38121032714844,260.0379638671875,124.66453552246094
2019-08-26,144.19000244140625,178.0301971435547,262.91357421875,124.16056823730469
2019-08-27,145.57000732421875,177.65451049804688,261.88201904296875,126.07376098632812
2019-08-28,145.16000366210938,178.29026794433594,263.72613525390625,126.23605346679688
2019-08-29,144.1199951171875,181.01629638671875,267.09466552734375,125.75775909423828
2019-08-30,143.75,180.58285522460938,266.9759521484375,125.79196166992188
2019-09-03,145.75,178.8296661376953,265.4149475097656,125.95446014404297
2019-09-04,146.66000366210938,181.41123962402344,268.4275817871094,126.14265441894531
2019-09-05,143.13999938964844,184.73451232910156,271.87823486328125,123.85823059082031
2019-09-06,141.9199981689453,184.55148315429688,272.0881652832031,124.73948669433594
2019-09-09,141.38999938964844,184.16619873046875,272.2251892089844,122.52349090576172
2019-09-10,140.17999267578125,183.63638305664062,272.1612548828125,120.37590789794922
2019-09-11,141.02999877929688,185.36065673828125,274.0965270996094,120.16202545166016
2019-09-12,141.32000732421875,186.13119506835938,275.04608154296875,119.37480926513672
2019-09-13,140.14999389648438,185.46658325195312,274.86346435546875,116.82514953613281
2019-09-16,141.32000732421875,184.63821411132812,274.0144348144531,118.31385803222656
2019-09-17,141.60000610351562,185.52439880371094,274.7081604003906,118.95561218261719
2019-09-18,140.7100067138672,185.44732666015625,274.8725280761719,119.46040344238281
2019-09-19,141.27999877929688,185.75558471679688,274.8542175292969,119.81974029541016
2019-09-20,142.9499969482422,183.79046630859375,273.5555725097656,121.40264129638672
2019-09-23,143.75,183.87156677246094,273.4914855957031,121.37698364257812
2019-09-24,144.50999450683594,181.42959594726562,271.3454284667969,122.84002685546875
2019-09-25,141.8300018310547,183.46620178222656,272.9503479003906,121.04331970214844
2019-09-26,141.7899932861328,182.79055786132812,272.3817443847656,121.82186889648438
2019-09-27,141.05999755859375,180.5222930908203,270.91436767578125,122.12132263183594
2019-09-30,138.8699951171875,182.24038696289062,272.1708068847656,122.4207534790039
2019-10-01,139.6300048828125,180.75396728515625,268.933349609375,122.78937530517578
2019-10-02,141.25999450683594,177.64599609375,264.1827697753906,123.08937072753906
2019-10-03,141.89999389648438,179.595703125,266.34716796875,124.21219635009766
2019-10-04,141.89999389648438,182.24038696289062,269.951416015625,125.12926483154297
2019-10-07,140.69000244140625,181.69021606445312,268.7867431640625,124.0921401977539
2019-10-08,141.9199981689453,178.96836853027344,264.6138000488281,124.42646026611328
2019-10-09,142.0500030517578,180.71533203125,267.126708984375,123.72368621826172
2019-10-10,140.80999755859375,182.11489868164062,268.933349609375,121.88086700439453
2019-10-11,140.02999877929688,184.46035766601562,271.721435546875,120.372314453125
2019-10-14,140.58999633789062,184.44102478027344,271.41876220703125,121.24657440185547
2019-10-15,139.61000061035156,186.7864532470703,274.10595703125,119.7809066772461
2019-10-16,140.41000366210938,186.3231658935547,273.66571044921875,119.92660522460938
2019-10-17,140.61000061035156,186.81541442871094,274.4726867675781,119.63521575927734
2019-10-18,140.4600067138672,185.02017211914062,273.2713928222656,119.63521575927734
2019-10-21,139.7899932861328,186.6610565185547,275.12396240234375,118.73523712158203
2019-10-22,140.1999969482422,185.17457580566406,274.2250671386719,119.42951202392578
2019-10-23,140.52999877929688,185.53175354003906,275.0230407714844,119.54954528808594
2019-10-24,141.52999877929688,187.33668518066406,275.472412109375,119.30950164794922
2019-10-25,141.86000061035156,188.8327178955078,276.6004638671875,118.72665405273438
2019-10-28,140.63999938964844,190.69561767578125,278.1595764160156,117.64671325683594
2019-10-29,140.25,189.2187957763672,278.07696533203125,117.7238540649414
2019-10-30,141.02000427246094,190.1357421875,278.92999267578125,119.44664764404297
2019-10-31,142.42999267578125,190.22262573242188,278.18701171875,121.05797576904297
2019-11-01,142.55999755859375,191.9503173828125,280.76416015625,120.68537139892578
2019-11-04,142.14999389648438,193.1374969482422,281.8922119140625,119.0969467163086
2019-11-05,139.85000610351562,193.2437286376953,281.580322265625,117.75755310058594
2019-11-06,140.4499969482422,192.8093719482422,281.6445617675781,118.47018432617188
2019-11-07,138.27000427246094,193.45603942871094,282.6350402832031,116.32365417480469
2019-11-08,137.38999938964844,194.22821044921875,283.3320617675781,115.83428955078125
2019-11-11,137.05999755859375,193.96762084960938,282.79095458984375,115.91152954101562
2019-11-12,137.42999267578125,194.52745056152344,283.3870544433594,116.44389343261719
2019-11-13,137.97999572753906,194.57568359375,283.4787902832031,117.19942474365234
2019-11-14,138.55999755859375,194.42127990722656,283.89154052734375,118.41010284423828
2019-11-15,138.2100067138672,195.84974670410156,285.94573974609375,118.28125762939453
2019-11-18,138.6199951171875,196.00421142578125,286.15673828125,118.49593353271484
2019-11-19,138.69000244140625,196.29376220703125,286.07421875,119.48331451416016
2019-11-20,138.75999450683594,195.1162109375,285.0102844238281,120.71968841552734
2019-11-21,138.0,194.68185424804688,284.5517578125,119.96416473388672
2019-11-22,137.74000549316406,194.80735778808594,285.1845703125,120.11866760253906
2019-11-25,137.0800018310547,197.11415100097656,287.3948669433594,120.47075653076172
2019-11-26,137.74000549316406,197.4906463623047,288.0459899902344,121.1747817993164
2019-11-27,137.00999450683594,198.87083435058594,289.3299865722656,120.8227310180664
2019-11-29,137.86000061035156,197.9635467529297,288.2569274902344,120.56523895263672
2019-12-02,137.7899932861328,195.9366455078125,285.8082275390625,118.9576644897461
2019-12-03,139.11000061035156,194.40196228027344,283.89154052734375,121.451904296875
2019-12-04,138.9199981689453,195.3864288330078,285.6431884765625,120.23920440673828
2019-12-05,139.0,195.7725372314453,286.15673828125,119.654296875
2019-12-06,137.6199951171875,197.8670196533203,288.7704772949219,118.9920883178711
2019-12-09,137.5800018310547,196.96937561035156,287.8626403808594,119.25011444091797
2019-12-10,137.97000122070312,196.80531311035156,287.54150390625,119.25872039794922
2019-12-11,138.9199981689453,197.8477325439453,288.3578186035156,120.1961669921875
2019-12-12,138.42999267578125,199.324462890625,290.8432312011719,118.21802520751953
2019-12-13,139.0500030517578,199.98081970214844,291.01739501953125,119.58555603027344
2019-12-16,139.0399932861328,201.98846435546875,293.01666259765625,118.51045227050781
2019-12-17,139.00999450683594,202.1042938232422,293.0809631347656,118.34703063964844
2019-12-18,139.02000427246094,202.2587127685547,293.0992736816406,117.37509155273438
2019-12-19,139.3800048828125,203.52313232421875,294.3006591796875,117.56295013427734
2019-12-20,139.52000427246094,204.3435516357422,295.5909423828125,117.7179946899414
2019-12-23,139.9499969482422,204.88333129882812,296.0425720214844,117.54571533203125
2019-12-24,141.27000427246094,204.98973083496094,296.0517578125,117.88164520263672
2019-12-26,142.3800048828125,206.79856872558594,297.6277160644531,118.16594696044922
2019-12-27,142.3300018310547,206.6244354248047,297.5540466308594,118.29518127441406
2019-12-30,142.6300048828125,205.27023315429688,295.91351318359375,117.86445617675781
2019-12-31,142.89999389648438,205.65716552734375,296.6323547363281,116.71012878417969
2020-01-02,143.9499969482422,209.09107971191406,299.4065246582031,118.028076171875
2020-01-03,145.86000061035156,207.1758270263672,297.1392517089844,119.84580993652344
2020-01-06,147.38999938964844,208.51068115234375,298.27276611328125,119.16519927978516
2020-01-07,147.97000122070312,208.481689453125,297.43426513671875,118.57941436767578
2020-01-08,146.86000061035156,210.04867553710938,299.0194396972656,117.79552459716797
2020-01-09,146.02999877929688,211.82855224609375,301.046875,118.20899963378906
2020-01-10,146.91000366210938,211.28683471679688,300.18060302734375,119.260009765625
2020-01-13,145.82000732421875,213.7244415283203,302.24505615234375,118.8981704711914
2020-01-14,145.69000244140625,212.88287353515625,301.78424072265625,119.50982666015625
2020-01-15,146.5399932861328,212.96995544433594,302.4661865234375,120.30236053466797
2020-01-16,146.30999755859375,215.0109405517578,304.98223876953125,119.92334747314453
2020-01-17,146.5800018310547,216.07496643066406,305.9314880371094,118.8981704711914
2020-01-21,146.74000549316406,215.9782257080078,305.3324890136719,120.14730834960938
2020-01-22,146.7899932861328,216.54893493652344,305.36932373046875,120.56941223144531
2020-01-23,147.1199951171875,217.245361328125,305.7195739746094,121.41361999511719
2020-01-24,147.97999572753906,215.4171905517578,303.0007019042969,122.39568328857422
2020-01-27,148.99000549316406,210.96763610839844,298.14385986328125,124.2995376586914
2020-01-28,147.66000366210938,214.2080841064453,301.2680969238281,123.32610321044922
2020-01-29,148.4600067138672,214.55628967285156,301.0192565917969,124.53211975097656
2020-01-30,148.47000122070312,215.3204345703125,301.9961853027344,124.54930114746094
2020-01-31,149.3300018310547,211.90589904785156,296.5126037597656,125.68646240234375
2020-02-03,148.36000061035156,215.107666015625,298.7151794433594,125.58464813232422
2020-02-04,146.42999267578125,220.0312042236328,303.2680358886719,123.89338684082031
2020-02-05,146.61000061035156,220.7566375732422,306.77020263671875,122.53862762451172
2020-02-06,147.39999389648438,222.6622772216797,307.8023681640625,123.09093475341797
2020-02-07,147.7899932861328,221.70465087890625,306.1618957519531,124.62686157226562
2020-02-10,148.1699981689453,224.38404846191406,308.44757080078125,124.97198486328125
2020-02-11,147.66000366210938,224.4227294921875,308.98211669921875,124.34202575683594
2020-02-12,147.5399932861328,226.6088104248047,310.9727783203125,123.712158203125
2020-02-13,148.3800048828125,226.3186492919922,310.6409912109375,124.18677520751953
2020-02-14,149.0,226.9667510986328,311.1387023925781,124.73039245605469
2020-02-18,150.91000366210938,227.05377197265625,310.33685302734375,125.58464813232422
2020-02-19,151.7899932861328,229.2301788330078,311.82061767578125,125.5760498046875
2020-02-20,152.41000366210938,227.10215759277344,310.53961181640625,126.55972290039062
2020-02-21,154.6999969482422,222.73963928222656,307.341552734375,127.74185180664062
2020-02-24,156.08999633789062,214.15005493164062,297.1485290527344,129.64883422851562
2020-02-25,153.3000030517578,208.326904296875,288.1442565917969,130.33917236328125
2020-02-26,153.97000122070312,209.40057373046875,287.08441162109375,129.64883422851562
2020-02-27,154.0,198.91510009765625,274.19097900390625,131.05540466308594
2020-02-28,148.3800048828125,199.06988525390625,273.0389404296875,134.0150604248047
2020-03-02,149.1999969482422,209.34254455566406,284.86334228515625,133.02906799316406
2020-03-03,153.88999938964844,202.62954711914062,276.7069091796875,135.0944061279297
2020-03-04,154.16000366210938,211.0836944580078,288.3378601074219,133.65989685058594
2020-03-05,157.49000549316406,204.67051696777344,278.75299072265625,136.98696899414062
2020-03-06,157.5500030517578,201.21725463867188,274.1449279785156,144.11624145507812
2020-03-09,157.80999755859375,187.23980712890625,252.73562622070312,148.022216796875
2020-03-10,154.47999572753906,197.43515014648438,265.8134765625,140.43492126464844
2020-03-11,153.92999267578125,188.8358917236328,252.8554229736328,135.26719665527344
2020-03-12,147.7899932861328,171.52127075195312,228.6629638671875,136.10545349121094
2020-03-13,143.27999877929688,186.05003356933594,248.21051025390625,133.02906799316406
2020-03-16,141.63999938964844,163.7635040283203,221.05039978027344,141.64474487304688
2020-03-17,143.55999755859375,176.18362426757812,232.98536682128906,132.19940185546875
2020-03-18,140.6999969482422,170.8247528076172,221.18861389160156,124.74171447753906
2020-03-19,138.0399932861328,171.85011291503906,221.65866088867188,128.1378631591797
2020-03-20,140.11000061035156,165.11770629882812,212.1064453125,137.77322387695312
2020-03-23,146.3000030517578,165.2369384765625,206.68328857421875,143.45083618164062
2020-03-24,153.39999389648438,178.03250122070312,225.40940856933594,140.7805938720703
2020-03-25,151.3000030517578,176.71414184570312,228.78384399414062,140.46084594726562
2020-03-26,153.24000549316406,186.0199737548828,242.1425323486328,141.15213012695312
2020-03-27,152.25,179.6222381591797,234.9301300048828,144.91993713378906
2020-03-30,152.9199981689453,186.15573120117188,242.55963134765625,143.72738647460938
2020-03-31,148.0500030517578,184.56593322753906,238.9442138671875,142.56077575683594
2020-04-01,149.4499969482422,176.7238311767578,228.1905517578125,144.55807495117188
2020-04-02,151.89999389648438,180.31045532226562,233.45611572265625,145.47543334960938
2020-04-03,152.64999389648438,177.75132751464844,230.08172607421875,145.8216094970703
2020-04-06,156.8800048828125,190.45965576171875,245.53543090820312,145.4408721923828
2020-04-07,156.0399932861328,190.38211059570312,245.78578186035156,143.91770935058594
2020-04-08,154.64999389648438,194.4243621826172,254.03636169433594,142.8705291748047
2020-04-09,158.69000244140625,194.70542907714844,257.9021911621094,143.13023376464844
2020-04-13,161.41000366210938,196.80897521972656,255.5474090576172,141.8234100341797
2020-04-14,162.67999267578125,205.36839294433594,263.0842590332031,141.7887725830078
2020-04-15,161.85000610351562,203.0128631591797,257.4942321777344,145.544677734375
2020-04-16,161.7100067138672,206.71583557128906,258.73651123046875,147.19757080078125
2020-04-17,158.57000732421875,208.69329833984375,265.72637939453125,145.22450256347656
2020-04-20,159.6999969482422,206.22145080566406,261.0448303222656,146.3928680419922
2020-04-21,158.61000061035156,198.61195373535156,253.11862182617188,148.23606872558594
2020-04-22,161.72999572753906,204.50570678710938,258.73651123046875,146.72161865234375
2020-04-23,163.33999633789062,204.0694580078125,258.7178955078125,147.50047302246094
2020-04-24,162.63999938964844,207.2877197265625,262.3240966796875,147.8466796875
2020-04-27,161.55999755859375,208.95501708984375,266.10638427734375,145.0947265625
2020-04-28,160.83999633789062,205.01942443847656,264.8827209472656,146.76499938964844
2020-04-29,161.72999572753906,212.28964233398438,271.81707763671875,146.00335693359375
2020-04-30,158.8000030517578,212.20240783691406,269.28619384765625,144.2985076904297
2020-05-01,159.77999877929688,206.22145080566406,262.15728759765625,145.53416442871094
2020-05-04,160.33999633789062,208.62547302246094,262.8803405761719,144.84962463378906
2020-05-05,161.02000427246094,210.99072265625,265.3091735839844,143.92237854003906
2020-05-06,158.9499969482422,212.28964233398438,263.5107727050781,141.60009765625
2020-05-07,161.38999938964844,215.02317810058594,266.6905517578125,143.96571350097656
2020-05-08,160.4199981689453,217.97006225585938,271.10321044921875,142.09408569335938
2020-05-11,159.4199981689453,219.91844177246094,271.15875244140625,140.98486328125
2020-05-12,160.0399932861328,215.31402587890625,265.754150390625,142.4320526123047
2020-05-13,161.5800018310547,212.61923217773438,261.0540466308594,143.42845153808594
2020-05-14,163.00999450683594,215.03289794921875,264.1781921386719,144.832275390625
2020-05-15,163.92999267578125,216.4287872314453,265.3926086425781,144.45970153808594
2020-05-18,162.69000244140625,220.4613037109375,273.4764404296875,141.2882080078125
2020-05-19,164.25999450683594,219.9087677001953,270.6674499511719,141.8167266845703
2020-05-20,164.64999389648438,224.29995727539062,275.2655944824219,142.24131774902344
2020-05-21,162.25,221.85720825195312,273.36517333984375,142.59658813476562
2020-05-22,163.2100067138672,222.62301635742188,273.88421630859375,143.45445251464844
2020-05-26,160.88999938964844,222.02200317382812,277.25872802734375,141.53077697753906
2020-05-27,161.17999267578125,223.2336883544922,281.38397216796875,141.2707977294922
2020-05-28,161.72000122070312,222.94288635253906,280.86492919921875,140.7509307861328
2020-05-29,162.91000366210938,226.2096405029297,282.11639404296875,141.75608825683594
2020-06-01,163.66000366210938,226.88815307617188,283.2565612792969,140.80169677734375
2020-06-02,162.60000610351562,228.41006469726562,285.60211181640625,140.289794921875
2020-06-03,159.60000610351562,229.43760681152344,289.4029235839844,138.4243927001953
2020-06-04,161.27999877929688,227.82846069335938,288.6427307128906,136.4199981689453
2020-06-05,158.00999450683594,232.34568786621094,296.04052734375,135.44833374023438
2020-06-08,159.72000122070312,234.14869689941406,299.6188659667969,135.96890258789062
2020-06-09,161.25999450683594,235.84507751464844,297.3847351074219,137.51333618164062
2020-06-10,163.57000732421875,238.67556762695312,295.7253723144531,139.55226135253906
2020-06-11,162.38999938964844,226.84938049316406,278.6770935058594,142.18994140625
2020-06-12,162.6199951171875,228.65240478515625,282.0143737792969,140.8190155029297
2020-06-15,162.3300018310547,231.4344482421875,284.6472473144531,140.8971405029297
2020-06-16,162.25,235.40887451171875,290.1259765625,138.7366180419922
2020-06-17,162.55999755859375,236.15524291992188,288.9208679199219,139.30931091308594
